"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.421086949933671,-1,1
"SNAIL",-0.421086949933671,1,0.421086949933671,-0.421086949933671
"ZEB",-1,0.421086949933671,1,-1
"miR200",1,-0.421086949933671,-1,1
