"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.167900798262554,-1,0.167900798262554
"SNAIL",-0.167900798262554,1,0.167900798262554,-1
"ZEB",-1,0.167900798262554,1,-0.167900798262554
"miR200",0.167900798262554,-1,-0.167900798262554,1
