"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.327082511245102,-1,1
"SNAIL",-0.327082511245102,1,0.327082511245102,-0.327082511245102
"ZEB",-1,0.327082511245102,1,-1
"miR200",1,-0.327082511245102,-1,1
