"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00175808073140433,-1,1
"SNAIL",0.00175808073140433,1,-0.00175808073140435,0.00175808073140433
"ZEB",-1,-0.00175808073140435,1,-1
"miR200",1,0.00175808073140433,-1,1
