"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.254524158585798,-1,0.254524158585798
"SNAIL",-0.254524158585798,1,0.254524158585798,-1
"ZEB",-1,0.254524158585798,1,-0.254524158585798
"miR200",0.254524158585798,-1,-0.254524158585798,1
