"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.247521633025601,-1,1
"SNAIL",-0.247521633025601,1,0.247521633025601,-0.247521633025601
"ZEB",-1,0.247521633025601,1,-1
"miR200",1,-0.247521633025601,-1,1
