"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.130027210751595,-1,0.626531401194427
"SNAIL",-0.130027210751595,1,0.130027210751595,-0.503497192455833
"ZEB",-1,0.130027210751595,1,-0.626531401194427
"miR200",0.626531401194427,-0.503497192455833,-0.626531401194427,1
