"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.252269211253328,-1,0.252269211253328
"SNAIL",-0.252269211253328,1,0.252269211253328,-1
"ZEB",-1,0.252269211253328,1,-0.252269211253328
"miR200",0.252269211253328,-1,-0.252269211253328,1
