"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.180918802035726,-1,0.180918802035726
"SNAIL",-0.180918802035726,1,0.180918802035726,-1
"ZEB",-1,0.180918802035726,1,-0.180918802035726
"miR200",0.180918802035726,-1,-0.180918802035726,1
