"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.0067894403726177,-1,-0.0067894403726177
"SNAIL",0.0067894403726177,1,-0.0067894403726177,-1
"ZEB",-1,-0.0067894403726177,1,0.0067894403726177
"miR200",-0.0067894403726177,-1,0.0067894403726177,1
