"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00222290171014607,-1,1
"SNAIL",0.00222290171014607,1,-0.00222290171014607,0.00222290171014607
"ZEB",-1,-0.00222290171014607,1,-1
"miR200",1,0.00222290171014607,-1,1
