"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.423746880701904,-1,1
"SNAIL",-0.423746880701904,1,0.423746880701904,-0.423746880701904
"ZEB",-1,0.423746880701904,1,-1
"miR200",1,-0.423746880701904,-1,1
