"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.11956943092019,-1,0.623894173367515
"SNAIL",-0.11956943092019,1,0.11956943092019,-0.495658534802738
"ZEB",-1,0.11956943092019,1,-0.623894173367515
"miR200",0.623894173367515,-0.495658534802738,-0.623894173367515,1
