"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.118469486874021,-1,0.624550921894425
"SNAIL",-0.118469486874021,1,0.118469486874021,-0.493899841912757
"ZEB",-1,0.118469486874021,1,-0.624550921894425
"miR200",0.624550921894425,-0.493899841912757,-0.624550921894425,1
