"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0498233936801133,-1,0.626648162022854
"SNAIL",-0.0498233936801133,1,0.0498233936801133,-0.423172004804201
"ZEB",-1,0.0498233936801133,1,-0.626648162022854
"miR200",0.626648162022854,-0.423172004804201,-0.626648162022854,1
