"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0831399038154171,-1,1
"SNAIL",-0.0831399038154171,1,0.0831399038154171,-0.0831399038154171
"ZEB",-1,0.0831399038154171,1,-1
"miR200",1,-0.0831399038154171,-1,1
