"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00131436416557261,-1,1
"SNAIL",-0.00131436416557261,1,0.00131436416557259,-0.00131436416557261
"ZEB",-1,0.00131436416557259,1,-1
"miR200",1,-0.00131436416557261,-1,1
