"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.132511475120375,-1,0.624162502299479
"SNAIL",-0.132511475120375,1,0.132511475120375,-0.508355535691196
"ZEB",-1,0.132511475120375,1,-0.624162502299479
"miR200",0.624162502299479,-0.508355535691196,-0.624162502299479,1
