"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.246658987000956,-1,1
"SNAIL",-0.246658987000956,1,0.246658987000956,-0.246658987000956
"ZEB",-1,0.246658987000956,1,-1
"miR200",1,-0.246658987000956,-1,1
