"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.252524915905617,-1,1
"SNAIL",-0.252524915905617,1,0.252524915905617,-0.252524915905617
"ZEB",-1,0.252524915905617,1,-1
"miR200",1,-0.252524915905617,-1,1
