"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.412965943382235,-1,1
"SNAIL",-0.412965943382235,1,0.412965943382235,-0.412965943382235
"ZEB",-1,0.412965943382235,1,-1
"miR200",1,-0.412965943382235,-1,1
