"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.320704796306353,-1,1
"SNAIL",-0.320704796306353,1,0.320704796306353,-0.320704796306353
"ZEB",-1,0.320704796306353,1,-1
"miR200",1,-0.320704796306353,-1,1
