"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.16931984123551,-1,1
"SNAIL",-0.16931984123551,1,0.16931984123551,-0.16931984123551
"ZEB",-1,0.16931984123551,1,-1
"miR200",1,-0.16931984123551,-1,1
