"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00637286476234827,-1,1
"SNAIL",0.00637286476234827,1,-0.00637286476234829,0.00637286476234827
"ZEB",-1,-0.00637286476234829,1,-1
"miR200",1,0.00637286476234827,-1,1
