"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0572104171324105,-1,0.634721731404328
"SNAIL",-0.0572104171324105,1,0.0572104171324104,-0.422490173307481
"ZEB",-1,0.0572104171324104,1,-0.634721731404328
"miR200",0.634721731404328,-0.422490173307481,-0.634721731404328,1
