"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.247849649257618,-1,1
"SNAIL",-0.247849649257618,1,0.247849649257618,-0.247849649257618
"ZEB",-1,0.247849649257618,1,-1
"miR200",1,-0.247849649257618,-1,1
