"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.107189137774052,-1,0.107189137774052
"SNAIL",-0.107189137774052,1,0.107189137774052,-1
"ZEB",-1,0.107189137774052,1,-0.107189137774052
"miR200",0.107189137774052,-1,-0.107189137774052,1
