"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.254103212822745,-1,1
"SNAIL",-0.254103212822745,1,0.254103212822744,-0.254103212822745
"ZEB",-1,0.254103212822744,1,-1
"miR200",1,-0.254103212822745,-1,1
