"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.16190813379595,-1,1
"SNAIL",-0.16190813379595,1,0.16190813379595,-0.16190813379595
"ZEB",-1,0.16190813379595,1,-1
"miR200",1,-0.16190813379595,-1,1
