"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.237609391550012,-1,1
"SNAIL",-0.237609391550012,1,0.237609391550012,-0.237609391550012
"ZEB",-1,0.237609391550012,1,-1
"miR200",1,-0.237609391550012,-1,1
