"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.256127706080905,-1,1
"SNAIL",-0.256127706080905,1,0.256127706080905,-0.256127706080905
"ZEB",-1,0.256127706080905,1,-1
"miR200",1,-0.256127706080905,-1,1
