"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.495073512811717,-1,1
"SNAIL",-0.495073512811717,1,0.495073512811717,-0.495073512811717
"ZEB",-1,0.495073512811717,1,-1
"miR200",1,-0.495073512811717,-1,1
