"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.338475383817965,-1,1
"SNAIL",-0.338475383817965,1,0.338475383817965,-0.338475383817965
"ZEB",-1,0.338475383817965,1,-1
"miR200",1,-0.338475383817965,-1,1
