"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.165852528361064,-1,1
"SNAIL",-0.165852528361064,1,0.165852528361064,-0.165852528361064
"ZEB",-1,0.165852528361064,1,-1
"miR200",1,-0.165852528361064,-1,1
