"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.417107374345116,-1,1
"SNAIL",-0.417107374345116,1,0.417107374345116,-0.417107374345116
"ZEB",-1,0.417107374345116,1,-1
"miR200",1,-0.417107374345116,-1,1
