"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.336271159746547,-1,1
"SNAIL",-0.336271159746547,1,0.336271159746547,-0.336271159746547
"ZEB",-1,0.336271159746547,1,-1
"miR200",1,-0.336271159746547,-1,1
