"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.246519386261361,-1,1
"SNAIL",-0.246519386261361,1,0.246519386261361,-0.246519386261361
"ZEB",-1,0.246519386261361,1,-1
"miR200",1,-0.246519386261361,-1,1
