"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.259786663132191,-1,0.259786663132191
"SNAIL",-0.259786663132191,1,0.259786663132191,-1
"ZEB",-1,0.259786663132191,1,-0.259786663132191
"miR200",0.259786663132191,-1,-0.259786663132191,1
