"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.170395072713856,-1,1
"SNAIL",-0.170395072713856,1,0.170395072713856,-0.170395072713856
"ZEB",-1,0.170395072713856,1,-1
"miR200",1,-0.170395072713856,-1,1
