"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00560116177755565,-1,1
"SNAIL",0.00560116177755565,1,-0.00560116177755565,0.00560116177755565
"ZEB",-1,-0.00560116177755565,1,-1
"miR200",1,0.00560116177755565,-1,1
