"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0797891623170862,-1,1
"SNAIL",-0.0797891623170862,1,0.0797891623170862,-0.0797891623170862
"ZEB",-1,0.0797891623170862,1,-1
"miR200",1,-0.0797891623170862,-1,1
