"","GRHL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0867107134910552,-1,1
"SNAIL",-0.0867107134910552,1,0.0867107134910552,-0.0867107134910552
"ZEB",-1,0.0867107134910552,1,-1
"miR200",1,-0.0867107134910552,-1,1
