"","ZEB","SNAIL","OCT4","miR200","miR145"
"ZEB",-0.0396439900767894,0,0.0206908144531498,0.000223780967566289,0.0167577452176321
"SNAIL",-0.0144970528241575,0,-0.00528178176037411,-0.0308617687314052,0.0461999454330288
"OCT4",0,0,-0.0740429677485515,-0.0740429677485515,0.0740429677485515
"miR200",-0.00678738247223024,0,0.0185641998734978,0.0558804714329824,0.0206908144531498
"miR145",0.0144866258696707,0,0.0172481479180044,-0.00255755674415962,-0.0923397230095795
