"","ZEB","SNAIL","OCT4","miR200","miR145"
"ZEB",-0.0719688386501277,0,0.0393626633037033,-0.00223244196959429,-0.031543733262551
"SNAIL",-0.032692267395871,0,-0.0301486701312403,-0.121164595892157,0.0415259156402224
"OCT4",0.0393626633037033,0,0.155083848677223,-0.175400522533838,-0.139294374993012
"miR200",-0.022933122134186,0,-0.0287609441059955,-9.95196216265561e-05,0.0393626633037033
"miR145",-0.0350878072136653,0,-0.143472800458446,0.111374762929787,0.0584911154767614
