"","ZEB","miR200","miR145","OCT4"
"ZEB",-0.0396439900767894,0.000223780967566289,0.0167577452176321,0.0206908144531498
"miR200",-0.00678738247223024,0.0558804714329824,0.0206908144531498,0.0185641998734978
"OCT4",0,-0.0740429677485515,0.0740429677485515,-0.0740429677485515
"miR145",0.0144866258696707,-0.00255755674415962,-0.0923397230095795,0.0172481479180044
