"Network","JSD"
"miR200_ZEB_2_0",0.00556936670742333
"miR200_ZEB_2_1",0.00254440395018608
"OVOL2_miR200_2_0",0.166874005029096
"OVOL2_miR200_2_1",0.436685897723058
"OVOL2_OVOL2_2_0",2.22903729052952e-05
"OVOL2_OVOL2_2_1",0.261509337358715
"OVOL2_ZEB_2_0",0.282317519390464
"OVOL2_ZEB_2_1",0.282330826310509
"SNAIL_miR200_2_0",0.304946723432144
"SNAIL_miR200_2_1",1
"SNAIL_ZEB_1_0",0.00128513520281192
"SNAIL_ZEB_1_2",0.00483779258938804
"wild",0
"ZEB_miR200_2_0",0.103856933290021
"ZEB_miR200_2_1",0.566678679204548
"ZEB_OVOL2_2_0",0.5
"ZEB_OVOL2_2_1",1
"ZEB_ZEB_1_0",0.282318352461109
"ZEB_ZEB_1_2",0.282317915754952
