"","ZEB","miR200","OVOL2","miR34","miR145","GRHL2","Ecad","OCT4","NRF2","KEAP1","SNAIL"
"SNAIL",-0.177080052216465,-0.128548840472262,0.12417070104815,-0.119383605345946,0.189637619230357,0.177095383369368,0.177095383369368,-0.188947964057943,-0.157663527192828,0.129000421004123,0.333832923892879
"KEAP1",-0.176611022479458,-0.128309142874987,0.124113712577027,-0.119092729930168,0.188660332226687,0.176478501938774,0.176478501938774,-0.186052970263497,-0.256052172122131,0.129676422460088,0.432449933333716
"ZEB",-0.0904231827024437,-0.0349117281422031,-0.0237080690819254,-0.0223684076311429,-0.0159021817231373,-0.00917283801261742,-0.00917283801261742,0.0169539363831394,0.019744060712667,0.0362796647313108,0.0969138616459451
"OVOL2",-0.0774535958247444,-0.0321177415914192,-0.0392708503476348,0.0834885168355423,0.0848241239098405,0.0778873450820231,0.0778873450820231,-0.0838847116888631,-0.0566700895490189,0.0334705985069054,-0.0793776391325795
"Ecad",-0.0188426477933659,-0.103096848380254,-0.0079997873768885,-0.123129404156279,0.0113716363030175,0.0181520792568036,0.0181520792568036,-0.0122151737179835,-0.116734707872372,0.101359250797781,0.271957409920113
"GRHL2",-0.00917283801261742,0.0362796647313108,0.0248881736281,0.0233420723195702,0.0169539363831394,0.00998462913473154,0.00998462913473154,-0.0153661097208834,-0.0174498317628089,-0.0338695340123565,-0.0957212821406448
"OCT4",-0.00576573055747252,-0.143440915580678,0.00297255728711955,-0.00719824628106955,-0.134275073364345,0.0057096902084212,0.0057096902084212,0.134680898143529,-0.127443215764199,0.143586603226366,0.065782352513259
"miR145",-0.00216991160099657,0.0339492361603576,0.0176554674932542,0.0160112118391296,0.0163645813922297,0.00289266657288943,0.00289266657288943,-0.115110366962021,-0.00811492963144519,-0.0319050142162608,-0.101570231802847
"miR200",0.0221472832684311,-0.0219694609322905,-0.031711467748434,-0.00658624254870275,-0.0300386971183819,-0.0227888964673312,-0.0227888964673312,0.0284405590268381,0.131368297909426,-0.0801459789068978,-0.050226000293058
"NRF2",0.177095383369368,0.129000421004123,-0.123711959472571,0.119667564931233,-0.188947964057943,-0.176611022479458,-0.176611022479458,0.188660332226687,0.158070720949191,-0.128309142874987,-0.432990108890772
"miR34",0.177095383369368,0.129000421004123,-0.123711959472571,0.119667564931233,-0.188947964057943,-0.176611022479458,-0.176611022479458,0.188660332226687,0.158070720949191,-0.128309142874987,-0.432990108890772
