"","NRF2","ZEB","miR200","miR34","OVOL2","miR145","GRHL2","Ecad","OCT4","KEAP1","SNAIL"
"SNAIL",-0.0276216677519236,-0.0902917607862592,-0.166815901795252,-0.174440328344044,0.0745148493010327,0.0977380309396898,0.0912371818819256,-0.0912371818819256,-0.0957877157746917,0.168781873605679,0.336756688958296
"KEAP1",-0.127225155519357,-0.0896034900668037,-0.165296066869395,-0.17303740594381,0.0755294823749976,0.098328463617453,0.0918033310421548,-0.0918033310421548,-0.0934204881573303,0.169775086199899,0.435214240759977
"ZEB",-0.110822141645154,-0.0874065030317599,-0.0463290739154617,-0.0402458308027485,-0.0246728884762509,-0.018047825667781,-0.0114598634682134,0.0114598634682134,0.0202242288751121,0.0486686290164589,0.18587337638717
"Ecad",0.00440307527433424,-0.0229151268089962,0.0287028967165578,0.0172004805610195,0.0325410069045059,0.0308726900526525,0.0248260150882508,-0.0248260150882508,-0.0273896968553736,-0.0246485023574543,0.111225693847477
"miR145",0.170428447145334,-0.0218734457434633,0.057183320351822,0.054110239558917,0.0311904457010079,0.0350433023594687,0.024381830645915,-0.024381830645915,-0.130741212002085,-0.051718155562502,-0.214324338010932
"GRHL2",0.111035008248749,-0.0114598634682134,0.0486686290164589,0.0418500592893954,0.027088538721776,0.0202242288751121,0.013307983682388,-0.013307983682388,-0.0170485755506,-0.0447062107158053,-0.184445225621563
"miR200",0.211878170585452,-0.00653339018716936,0.0574813179850588,0.0549056527823448,0.0249804464727446,0.015467524636429,0.00852293027451503,-0.00852293027451503,-0.0121316053191288,-0.153202577676836,-0.220118411902224
"OCT4",-0.244806364464315,0.0177646173293316,-0.152708747328226,-0.0511307411579999,-0.0241262776501089,-0.123208734401969,-0.0145062713202051,0.0145062713202051,0.129678058823072,0.159235553855033,0.219007520203713
"OVOL2",-0.0908809076937134,0.0768015611918625,-0.108636703722352,-0.0977140879560821,-0.0907789856556545,-0.0845942767299747,-0.0776393508531816,0.0776393508531816,0.0831722307073943,0.106816978537992,0.164376423701163
"NRF2",0.0278252646301048,0.0912371818819256,0.168781873605679,0.175741259467336,-0.072425026567839,-0.0957877157746917,-0.0896034900668037,0.0896034900668037,0.098328463617453,-0.165296066869395,-0.435281762704608
"miR34",0.0278252646301048,0.0912371818819256,0.168781873605679,0.175741259467336,-0.072425026567839,-0.0957877157746917,-0.0896034900668037,0.0896034900668037,0.098328463617453,-0.165296066869395,-0.435281762704608
