"","ZEB","OVOL2","miR200","miR145","miR34","GRHL2","Ecad","OCT4","KEAP1","NRF2","SNAIL"
"ZEB",-0.094598165142619,-0.0165473937109522,-0.00440374917419034,-0.00407886975355693,-0.000219507074335215,0.00168292960667907,0.00168292960667907,0.0136696226432789,0.0145546057326153,0.0318504268566197,0.0396278533063085
"OVOL2",-0.0277124289705171,-0.0518520941446496,-0.0580892388418763,0.0395685608061926,0.0396332315220488,0.0388888995587524,0.0388888995587524,-0.0245465837312981,0.0740105078747163,-0.034031711230228,-0.0321614978248423
"SNAIL",-0.0269683966083945,0.0476686591655237,-0.0557077126780983,0.0406598723055878,-0.0548736985936681,0.0398159027408557,0.0398159027408557,-0.0234184929952429,0.0740035663477603,-0.0328881691728062,-0.0322110475609923
"KEAP1",-0.0236513842284183,0.0524663785345255,-0.0508972271802357,0.0452305735321557,-0.0494842322428529,0.0440860516018611,0.0440860516018611,-0.0179299600352232,0.0798929838987647,-0.126780040681295,0.075559681149606
"OCT4",-0.0132654901021766,0.0148057813229178,0.107069083549145,-0.171602277434154,0.00332689806057019,0.000592365452428742,0.000592365452428742,0.154104067837592,-0.125454864434926,0.0634777761218745,-0.0485204546735489
"GRHL2",-0.00168292960667907,-0.0267010449068971,-0.0145546057326153,-0.0136696226432789,-0.0115974744333857,-0.0072928318073344,-0.0072928318073344,0.00172784295422828,0.00185035736660222,0.0188655640373198,0.0227992313981813
"Ecad",-0.000172649974364594,0.0287838485456455,0.0192192910142841,0.0162691026152218,0.018671045530193,0.0111933670304615,0.0111933670304615,-0.00160243594855511,-0.00361448953690648,-0.121619091098531,0.0762435428908055
"miR200",0.00349428540592549,0.026865791779533,0.0194450948806985,0.0129239418029857,0.0176409804401848,0.00653968235166334,0.00653968235166334,0.000435251370016665,-0.105230487816469,0.0843683124037914,-0.0248433214876548
"miR145",0.00754974815388551,-0.0308371843989231,-0.0229453534237081,0.0950790408174256,-0.0209354609775681,-0.0178431016424773,-0.0178431016424773,-0.20868659307636,0.00843554950213947,0.0194342454926525,0.0239776423328113
"NRF2",0.0398159027408557,-0.0293473135235686,0.0740035663477603,-0.0234184929952429,0.0753518072907559,-0.0236513842284183,-0.0236513842284183,0.0452305735321557,-0.0508972271802357,0.0564036086027349,-0.037342260487891
"miR34",0.0398159027408557,-0.0293473135235686,0.0740035663477603,-0.0234184929952429,0.0753518072907559,-0.0236513842284183,-0.0236513842284183,0.0452305735321557,-0.0508972271802357,0.0564036086027349,-0.037342260487891
