"","miR145","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","NRF2","ZEB","OCT4"
"GRHL2",0.593773683388808,0.580113591532296,0.580113591532296,0.489667013254875,0.304397705383021,0.246515410206387,-0.149845958727467,-0.231421455958021,-0.282618628191147,-0.599441129099226,-0.559039975151957
"miR200",0.567549417229162,0.553994235773664,0.553994235773664,0.449385965797829,0.292692894303813,0.238022038374526,-0.123594841216293,-0.323290536507961,-0.16864816971894,-0.5710805570116,-0.534795344304414
"Ecad",0.552205564199572,0.538920598861183,0.538920598861183,0.438003882779162,0.28702390143057,0.204574731059825,-0.0431786261980455,-0.190128327970763,-0.365410933434963,-0.554841514573982,-0.520586516580525
"miR145",0.523852985981747,0.506638731883718,0.506638731883718,0.438837210900146,0.265937785333564,0.107049306116858,-0.128637060697745,-0.0948423807935372,-0.28582320661043,-0.522666886260401,-0.595572473507034
"OVOL2",0.18559678443563,0.179812582969371,0.179812582969371,0.15700670854259,0.0154945063259794,-0.000970848391158596,-0.0762928670797333,0.0105575638667806,-0.105089359473686,-0.180299808162478,-0.171212573455711
"SNAIL",0.161788572781383,0.15609015003257,0.15609015003257,0.148126516676475,0.110811965491623,0.00498417403853066,-0.101364601436588,0.00157058580273195,-0.089984716931705,-0.157086674971246,-0.151503070371297
"KEAP1",0.15155100900984,0.146303956873476,0.146303956873476,0.140432944176787,0.107072497064924,0.0027094553797949,0.00322504127188175,0.00874740459191656,-0.180370568003865,-0.146542493846707,-0.134373094899411
"OCT4",-0.144852835079896,-0.00481406935358639,-0.00481406935358639,-0.00759057613177485,-0.00262053793868147,0.138728423492013,-0.0220692964095915,-0.139485999249589,0.124964645636695,0.00472600594793432,0.143826337109019
"NRF2",-0.151503070371297,-0.146542493846707,-0.146542493846707,-0.142242609920879,-0.102945396991878,0.00157058580273195,0.00595794319807099,0.0027094553797949,0.0939548560562385,0.15609015003257,0.15155100900984
"miR34",-0.151503070371297,-0.146542493846707,-0.146542493846707,-0.142242609920879,-0.102945396991878,0.00157058580273195,0.00595794319807099,0.0027094553797949,0.0939548560562385,0.15609015003257,0.15155100900984
"ZEB",-0.613996530415779,-0.599441129099226,-0.599441129099226,-0.505254921266745,-0.311462492330589,-0.25051694434088,0.159769398067867,0.246515410206387,0.302178703877051,0.5209516912889,0.593773683388808
