"","ZEB","miR200","OVOL2","miR34","miR145","GRHL2","Ecad","OCT4","NRF2","KEAP1","SNAIL"
"ZEB",-0.0947946751838971,-0.0289888910091508,-0.0184256258826779,-0.014629688591979,-0.00649981070238648,-0.000672570460423117,-0.000672570460423117,0.0132685288113108,0.0215023007734448,0.03643583552462,0.0965463367743475
"SNAIL",-0.0859067068620186,-0.172154410016177,0.0740783413576968,-0.183003360324594,0.0955346390016062,0.0890495932070718,0.0890495932070718,-0.0906773902066489,-0.116138724196156,0.177112673027626,0.370916186271367
"KEAP1",-0.0846410881582252,-0.169508613607123,0.0757487172772412,-0.180268740564307,0.09681353594011,0.0902864631913553,0.0902864631913553,-0.0877644561855088,-0.212294301238174,0.178042324121032,0.468154558653896
"OVOL2",-0.0298789275725209,-0.0535511750969058,-0.0531844162643253,0.0379314734682803,0.0385329363588881,0.0378349584697282,0.0378349584697282,-0.0267859743663,-0.0336191504815265,0.066575738734234,-0.048324263117867
"Ecad",-0.00939129688933348,-0.111168064467697,-0.0161335856206481,-0.134745253021753,-0.0012605205129263,0.00533302425665918,0.00533302425665918,-0.00450818697006689,-0.114155773102813,0.104393952153419,0.276195190163238
"miR145",-0.004769115469502,0.0864824280357031,-0.0184732018529099,-0.00908125596906417,0.109944076677524,-0.000186243782234026,-0.000186243782234026,-0.217132208842055,0.0790906512384617,-0.094517471840459,0.0735876137446489
"OCT4",-0.00321360431967958,-0.144450445857195,0.00191340520080278,-0.00907394799699039,-0.136321355838131,0.00355785217813767,0.00355785217813767,0.136965901075658,-0.126057541811558,0.144916646323395,0.0669269695640594
"GRHL2",-0.000672570460423117,0.03643583552462,0.0257200976076898,0.0207962316186852,0.0132685288113108,0.00683872855818349,0.00683872855818349,-0.00430392411399023,-0.0114029630251004,-0.0263459662435742,-0.0915846171041472
"miR200",0.00327629336082558,0.0467380717642361,0.0239058985674305,0.0369102463577617,0.00949859241188079,0.00301582935443834,0.00301582935443834,-0.000421788688063876,0.0945992310063993,-0.136352315087678,-0.148330060014881
"NRF2",0.0890495932070718,0.177112673027626,-0.0689189145014925,0.18693256853961,-0.0906773902066489,-0.0846410881582252,-0.0846410881582252,0.09681353594011,0.122823488363106,-0.169508613607123,-0.466196422259568
"miR34",0.0890495932070718,0.177112673027626,-0.0689189145014925,0.18693256853961,-0.0906773902066489,-0.0846410881582252,-0.0846410881582252,0.09681353594011,0.122823488363106,-0.169508613607123,-0.466196422259568
