"","ZEB","miR200","OVOL2","miR145","miR34","GRHL2","Ecad","OCT4","NRF2","KEAP1","SNAIL"
"ZEB",-0.0923930806160811,-0.0208887776686993,-0.0182398294462287,-0.0069121764831809,-0.00155612488955243,-0.00122689411296802,-0.00122689411296802,0.0159093648618126,0.0261183674606909,0.0312697544009928,0.0337367190835605
"OVOL2",-0.0287935206205429,-0.0522799331386024,-0.0517450938984572,0.0399712380333381,0.0348384449271942,0.0392569787310599,0.0392569787310599,-0.0253974209170751,-0.0321315848430346,0.0692304344914593,-0.0368193238117852
"SNAIL",-0.0255556897808092,-0.0359877443315089,0.0415087568608005,0.0333925702478445,0.0677126185603308,0.0326233512689531,0.0326233512689531,-0.0235668379527017,-0.026319030904526,0.0474505915695694,-0.0785879447215713
"KEAP1",-0.0235518464663918,-0.0326101738610828,0.0447747251644462,0.0364143930821361,0.0692934432835911,0.035399182803524,0.035399182803524,-0.0195432274379643,-0.121625473085178,0.0517049404806019,0.0247662854158656
"miR145",-0.0047554291640306,0.090536343459359,-0.0199536662627529,0.108323192454865,-0.00314504848565428,-0.00192887335380208,-0.00192887335380208,-0.217480306413058,0.0800066363693976,-0.101208016383848,0.012556084543446
"Ecad",-0.00278477760624347,0.0370175441340846,0.0285124771534049,0.0168543286197094,0.0966873780229044,0.0117527087385867,0.0117527087385867,-0.00439174358569581,-0.115853616688793,-0.0226047178099009,0.0486772563177206
"OCT4",-0.0016339288402519,-0.139433098476214,0.0013454419977669,-0.137465827235131,0.00563873254560121,0.00234644184961864,0.00234644184961864,0.138444581114338,-0.123472305017387,0.140598599641715,0.0227781836128973
"miR200",3.05632489120231e-05,0.0330811566241365,0.0277907719307468,0.0151429844666334,-0.00463412844181262,0.00878487860152201,0.00878487860152201,-0.00296299998253723,0.0886417905604424,-0.118943126567661,-0.0200638962295579
"GRHL2",0.00122689411296802,-0.0312697544009928,-0.0278390691104137,-0.0159093648618126,-0.00574751954830613,-0.00956934330405559,-0.00956934330405559,0.00439762156045631,0.0129679417274837,0.0178710615905353,0.0237985565393909
"NRF2",0.0326233512689531,0.0474505915695694,-0.0309690275749649,-0.0235668379527017,-0.063268320865026,-0.0235518464663918,-0.0235518464663918,0.0364143930821361,0.0407744092553912,-0.0326101738610828,-0.0101815453753525
"miR34",0.0326233512689531,0.0474505915695694,-0.0309690275749649,-0.0235668379527017,-0.063268320865026,-0.0235518464663918,-0.0235518464663918,0.0364143930821361,0.0407744092553912,-0.0326101738610828,-0.0101815453753525
