states,flag,Avg0,SD0,frust0
'10101110011111100000',1,0.07,0.002273030282830972,0.05
'10101010011111100000',1,0.1589,0.002465765601187592,0.025
'01010101101000011011',1,0.08353333333333333,0.0021684607956387425,0.15
'01010101100000011111',1,0.15649999999999997,0.002070426687102608,0.025
'10011110010101111100',1,0.06046666666666667,0.0002494438257849304,0.275
'10011110011100111000',1,0.0395,0.0019798989873223323,0.325
'01100001101010000011',1,0.0572,0.002350886357667394,0.275
'01100001101011000011',1,0.03306666666666667,0.0010402991022884808,0.25
'10101010010111100100',1,0.0877,0.0007257180352359098,0.15
'10011110010100111100',1,0.032233333333333336,0.0008993825042154705,0.25
'01010001100000011111',1,0.07313333333333333,0.0039651257511234385,0.05
'01100001100011000111',1,0.039266666666666665,0.000664997911442001,0.325
'10011110011101111000',1,0.0375,0.0005354126134736317,0.35
'01100101101011000011',1,0.01693333333333333,0.0006599663291074437,0.275
'01100001100010000111',1,0.037700000000000004,0.00104243305140746,0.35
'10011010010100111100',1,0.016333333333333335,0.0009463379711052262,0.275
'01100001101000011011',0,,,0.225
