states,flag,Avg0,SD0,frust0
'01000001101001001001',1,0.08526666666666667,0.0008993825042154725,0.25
'01010001100000011111',1,0.05366666666666667,0.0028335294049804532,0.05
'10111110011110110010',1,0.09843333333333333,0.0005185449728701367,0.275
'10111110010110110110',1,0.08553333333333334,0.002898658693641284,0.25
'01000001100001001101',1,0.09850000000000002,0.0034650637319776204,0.275
'10101010010111100100',1,0.0983,0.002409702609590377,0.15
'01010101100000011111',1,0.1632333333333333,0.0033589019369761617,0.025
'01010101101000011011',1,0.09706666666666665,0.0021249836600678953,0.15
'10101110011111100000',1,0.05453333333333334,0.005366770185337008,0.05
'10101010011111100000',1,0.16546666666666665,0.0019703355608175566,0.025
