states,Avg0,SD0,frust0
'10101010010111100100',0.019233333333333335,0.0005734883511361759,0.15
'10101010011111100000',0.16143333333333332,0.0007408703590297603,0.025
'01100001101000001001',0.018199999999999997,0.0004242640687119276,0.225
'01010001100000011101',0.0242,0.0016083117442419763,0.125
'01010001100000011111',0.051300000000000005,0.002122891110412086,0.05
'10101010010111100110',0.0029333333333333334,0.000262466929133727,0.225
'01010001101000001011',0.005433333333333334,0.0004714045207910317,0.25
'10101110011111100000',0.049100000000000005,0.0029439202887759485,0.05
'10101010010111110100',0.006366666666666666,0.0005906681715556449,0.275
'10101110011111110010',0.04953333333333334,0.0003399346342395201,0.3
'01100101101000001001',0.019533333333333333,0.0008576453553512409,0.25
'01010101100000011111',0.16353333333333334,0.0023976840677805912,0.025
'01010001100000001111',0.024999999999999998,0.0008286535263104029,0.275
'10001010010111110110',0.006066666666666667,0.0006649979114420002,0.3
'01010101101000001011',0.0064333333333333334,0.0008013876853447539,0.275
'10011110010111110110',0.016699999999999996,0.0004320493798938574,0.225
'10001110010111110110',0.005633333333333333,0.0003299831645537223,0.275
'10011010010111110100',0.0031,0.00024494897427831773,0.275
'10101110011111100010',0.02573333333333333,0.0013960261060914614,0.125
'10111010010111100110',0.004933333333333334,0.0011085526098877259,0.225
'10101110010111100100',0.016733333333333333,0.0016131404843417146,0.175
'01010101101000011011',0.0196,0.0022730302828309766,0.15
'01010001101000011001',0.0029666666666666665,0.0004714045207910317,0.25
'01010101101000001001',0.005299999999999999,0.00021602468994692857,0.3
'10101110011111110000',0.025233333333333333,0.00047842333648024396,0.275
'10111010010111110100',0.0014666666666666665,0.00044969125210773465,0.325
'01110101101000001011',0.0053,0.001283225103661344,0.275
'10011010010111110110',0.018366666666666667,0.0016131404843417153,0.25
'10001010010111100100',0.0034333333333333334,0.00016996731711975941,0.2
'01000101101000011011',0.0065,0.00021602468994692882,0.2
'10011010010111100100',0.0049,0.0007788880963698615,0.2
'01000001101000011001',0.0044666666666666665,0.00030912061651652346,0.25
'10011010010111100110',0.006633333333333334,0.00012472191289246464,0.225
'01000101101000011001',0.004933333333333334,0.000579271573232759,0.225
'01010001100000001101',0.049800000000000004,0.0017454703282114756,0.3
'10001010010111110100',0.005166666666666667,0.00038586123009300773,0.275
'01110101101000001001',0.006433333333333333,0.000703957069398096,0.3
'10111010010111100100',0.005066666666666666,0.0004642796092394708,0.2
'01010001101000011011',0.017333333333333336,0.0007133644853010899,0.175
'01010101101000011001',0.0034333333333333334,0.00016996731711975941,0.225
'10101010010111110110',0.0047,0.0008041558721209877,0.3
'01110101101000011011',0.0033000000000000004,0.00021602468994692865,0.2
'01110001101000001001',0.005033333333333333,0.0005906681715556452,0.275
'10101110010111100110',0.0027333333333333337,0.0003299831645537222,0.25
'01100101101000011011',0.005233333333333333,0.0004921607686744466,0.2
'10111010010111110110',0.0035,0.0005099019513592786,0.3
'01010001101000001001',0.003866666666666667,0.0006128258770283412,0.275
'01100001101000011001',0.005266666666666667,0.0007363574011458172,0.25
'01000001101000011011',0.005333333333333333,0.0013072447700751718,0.225
'01100101101000011001',0.007566666666666667,0.00024944382578492977,0.225
'10011110010111100100',0.004033333333333333,0.00033993463423951883,0.225
'10101110010111110110',0.004966666666666667,0.0007717224601860151,0.275
'10001110010111100100',0.0028,0.0003741657386773942,0.225
'10101110010111110100',0.006066666666666667,0.00041899350299921784,0.25
'10011110010111110100',0.0026666666666666666,0.00032998316455372216,0.25
'10011110010111100110',0.005699999999999999,0.00021602468994692884,0.25
'01000101101000001011',0.0015333333333333334,0.00026246692913372703,0.325
'01110001101000001011',0.004733333333333333,0.00018856180831641273,0.25
'10111110010111110110',0.0027333333333333337,0.0005557777333511022,0.275
'10111110010111100110',0.0036999999999999997,8.164965809277265e-5,0.25
'01000001101000001001',0.0038,0.0005354126134736338,0.275
'10001110010111110100',0.0038,0.0003559026084010438,0.25
'01100001101000011011',0.0041333333333333335,0.00023570226039551585,0.225
'10111110010111100100',0.005033333333333333,0.00071336448530109,0.225
'01110001101000011011',0.0029,0.0005887840577551898,0.225
'01110101101000011001',0.0018000000000000002,0.0007257180352359079,0.275
'01110001101000011001',0.0014,0.0003559026084010437,0.3
'10111110010111110100',0.0016,0.0001632993161855452,0.3
'01100101101000001011',0.0029999999999999996,0.00045460605656619534,0.275
'01100001101000001011',0.002766666666666667,0.00046427960923947056,0.25
'01000001101000001011',0.0014999999999999998,0.0005354126134736336,0.3
'01000101101000001001',0.0028333333333333335,0.00040276819911981896,0.3
'10001110010111100110',0.0012333333333333335,0.00018856180831641265,0.3
'10001010010111100110',0.0012666666666666666,4.714045207910318e-5,0.275
