states,Avg0,SD0,frust0
'10001110010111100100',0.0105,0.000535412613473634,0.225
'01010101100000011111',0.25956666666666667,0.0027764885897278513,0.025
'10101010011111100000',0.25756666666666667,0.0010964589468932342,0.025
'10101110011111100000',0.050699999999999995,0.001779513042005217,0.05
'01110001100000001011',0.012966666666666666,0.0007845734863959883,0.325
'01010001100000001011',0.0086,0.0017682382946499792,0.325
'01110001101000001111',0.012033333333333333,0.0007318166133366721,0.35
'10001110010111110100',0.049466666666666666,0.003597530016861878,0.25
'01110001100000011111',0.011399999999999999,0.0007874007874011809,0.15
'01110001101000001011',0.04863333333333333,0.0013123346456686332,0.25
'01010001101000011111',0.012566666666666665,0.00030912061651652324,0.125
'10101110010111110100',0.0126,0.00024494897427831773,0.25
'01010001101000001111',0.008366666666666666,0.0007363574011458172,0.3
'01010001100000011011',0.0117,0.001336662510384228,0.2
'10101110011111110000',0.012433333333333333,0.0005249338582674538,0.275
'01010001100000011111',0.04873333333333333,0.002098147330914162,0.05
'10101110011111100100',0.011666666666666665,0.0011264496832477202,0.2
'10001110011111110000',0.009066666666666667,0.00040276819911981874,0.325
'10001110010111110000',0.011833333333333335,0.0002624669291337276,0.35
'10101110010111110000',0.007700000000000001,0.0007788880963698615,0.3
'10001110011111100000',0.0121,0.0004546060565661953,0.15
'10101110011111110100',0.007766666666666666,0.001815366507225347,0.325
'01110001100000001111',0.0082,0.0007874007874011809,0.325
'10101110010111100000',0.0126,0.00028284271247461896,0.125
'01110001101000011011',0.011366666666666666,0.00028674417556808797,0.225
'01110001100000011011',0.008266666666666667,0.00044969125210773475,0.25
'01010001101000001011',0.010933333333333335,0.000659966329107444,0.25
'01110001101000011111',0.006933333333333333,0.0002054804667656324,0.225
'10101110010111100100',0.0076,0.0006377042156569661,0.175
'10001110010111100000',0.007799999999999999,0.00045460605656619496,0.225
'10001110011111110100',0.011533333333333335,0.000659966329107444,0.325
'10001110011111100100',0.007466666666666667,0.0005792715732327586,0.25
'01010001100000001111',0.011166666666666667,0.00020548046676563273,0.275
'01010001101000011011',0.008166666666666668,0.0006798692684790382,0.175
