"Net","JSD"
"Ecad-NRF2_2-0",0.165552420110717
"Ecad-NRF2_2-1",0.285541701742081
"Ecad-ZEB_2-0",0.00212722389402607
"Ecad-ZEB_2-1",0.00201587935873944
"GRHL2-ZEB_2-0",0.000645936839726795
"GRHL2-ZEB_2-1",0.000357078754370305
"Iext-SNAIL_2-1",0.447737069791173
"KEAP1-NRF2_2-0",0.174304032457392
"KEAP1-NRF2_2-1",0.206702951660334
"miR200-KEAP1_2-0",0.236865545072302
"miR200-KEAP1_2-1",1
"miR200-ZEB_2-0",0.000208283538436108
"miR200-ZEB_2-1",0.000294175310760724
"miR34-SNAIL_2-0",0.242689562997642
"miR34-SNAIL_2-1",0.412254902933349
"NRF2-SNAIL_2-0",0.219689840485509
"NRF2-SNAIL_2-1",0.386474063147436
"OVOL2-miR200_2-0",0.203903756371014
"OVOL2-miR200_2-1",0.471949781461597
"OVOL2-OVOL2_2-0",9.43849775010222e-06
"OVOL2-OVOL2_2-1",0.278262537194611
"OVOL2-ZEB_2-0",0.00207030458731212
"OVOL2-ZEB_2-1",0.00163663020450253
"SNAIL-miR200_2-0",0.260478445079279
"SNAIL-miR200_2-1",1
"SNAIL-miR34_2-0",0.16226209337108
"SNAIL-miR34_2-1",0.207662453245708
"SNAIL-SNAIL_2-0",2.099784592892e-05
"SNAIL-SNAIL_2-1",0.108746491188933
"SNAIL-ZEB_1-0",0.000340941126998504
"SNAIL-ZEB_1-2",0.00110090333035557
"wild",0
"ZEB-Ecad_2-0",0.266902747235142
"ZEB-Ecad_2-1",1
"ZEB-GRHL2_2-0",0.263618201075401
"ZEB-GRHL2_2-1",1
"ZEB-miR200_2-0",0.110481753555555
"ZEB-miR200_2-1",0.470056138500855
"ZEB-miR34_2-0",0.134695027135344
"ZEB-miR34_2-1",0.228242452548613
"ZEB-OVOL2_2-0",NA
"ZEB-OVOL2_2-1",1
"ZEB-ZEB_1-0",0.00296366396289332
"ZEB-ZEB_1-2",0.00303480215828546
