"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"GRHL2-ZEB_2-0",0.00384380049370473,0.2,0.3,0.4,"0.532","0.596","0.668",0.247843167233421,2.93791137470954,-1.53651809101014,-7,3,2,2,1.33333333333333,0,3,1.66666666666667,5,2.33333333333333,2
"GRHL2-ZEB_2-1",0.226432207359145,0.272727272727273,0.272727272727273,0.272727272727273,"0.8","0.8","0.8",0.0834323820308612,2.60541586757328,-1.5223106200109,-7,3,2,3,1.83333333333333,0,3,1.66666666666667,5,2.33333333333333,2
"miR-ZEB_2-1",3.13139445208527e-05,0.272727272727273,0.272727272727273,0.272727272727273,"0.604","0.6435","0.682",0.0566785036011023,3.27196584867377,-1.83364109032332,-7,4,2.33333333333333,2,1.5,0,4,2,4,2,3
"miR200-ZEB_2-0",0.0038788839720538,0.2,0.25,0.3,"0.6","0.634","0.674",0.350062725948471,4.06401480104258,-2.0646894525554,-7,3,2,1,1,0,2,1.33333333333333,3,1.66666666666667,2
"OVOL2-miR200_2-0",0.16288094533682,0.1,0.266666666666667,0.4,"0.192","0.453","0.722",0.574032317022857,8.26112005346219,-3.5535272195617,-6.01970761581576,4,2.5,1,1,0,3,1.66666666666667,1,1,1
"OVOL2-miR200_2-1",0.382654826497096,0.0909090909090909,0.181818181818182,0.272727272727273,"0.596","0.6605","0.726",0.551021917247072,7.90262500992043,-3.41103701023261,-5.48184783359297,5,2.83333333333333,1,1,0,7,3,1,1,1
"OVOL2-OVOL2_2-0",2.48653900568492e-06,0.1,0.2,0.3,"0.428","0.575","0.714",0.573771568426547,8.21216647723132,-3.54673468256639,-7,4,2.5,1,0.333333333333333,0,3,1.66666666666667,4,1.33333333333333,1
"OVOL2-OVOL2_2-1",0.253366169878643,0.0909090909090909,0.227272727272727,0.363636363636364,"0.2","0.38375","0.518",0.551021917247072,8.09045287803761,-3.5049509442912,-6.99999787962069,5,3.5,1,0.333333333333333,0,4,2.66666666666667,4,1.33333333333333,1
"OVOL2-ZEB_2-0",0.000906955438440682,0.2,0.3,0.4,"0.492","0.5905","0.692",0.366912738082751,5.98012592259495,-2.91396271377518,-7,3,2,2,1.33333333333333,0,3,1.66666666666667,3,1.66666666666667,2
"OVOL2-ZEB_2-1",0.226432300876218,0.272727272727273,0.272727272727273,0.272727272727273,"0.8","0.8","0.8",0.175248687794102,3.52968274099535,-1.79808455159133,-7,3,2,3,1.83333333333333,0,5,2.33333333333333,3,1.66666666666667,2
