"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"miR200_ZEB_2_0",0.00195482705150639,0.133333333333333,0.3,0.4,0.14,0.3555,0.58,0.208948375831695,10.9904213985694,-5.67908861820233,-10.6112903477215,6,2.78333333333333,2,1.25,0.257066666666667,5,2.25,3,1.5,2
"miR200_ZEB_2_1",0.00497476184471559,0.1875,0.325,0.4375,0.19,0.3595,0.54,0.0665096250777991,6.58961293377953,-3.56789494472562,NA,7,2.98333333333333,4,2,0.2735,5,2.25,4,1.83333333333333,2
"miR34_SNAIL_2_0",0.24732715123669,0.133333333333333,0.293333333333333,0.333333333333333,0.24,0.352,0.59,0.259583411770328,11.8346579118296,-6.17088616645366,-10.3685682447462,5,2.45,3,1.45,0.1021,5,2.25,3,1.5,2
"miR34_SNAIL_2_1",0.491730110847159,0.1875,0.3359375,0.375,0.23,0.38125,0.6,0.0243707756248761,10.5044456208287,-5.55439246468409,NA,5,2.45,6,2.53333333333333,0.0976,5,2.25,4,1.83333333333333,2
"NRF2_SNAIL_2_0",0.213715963600712,0.133333333333333,0.253333333333333,0.333333333333333,0.22,0.401,0.63,0.485721527488279,12.6443053882128,-5.95700914057401,-10.46568771683,6,3.08333333333333,1,1,0.1729,5,2.33333333333333,5,1.8,2
"NRF2_SNAIL_2_1",0.40389654997085,0.125,0.2890625,0.375,0.24,0.386875,0.62,0.241701243186625,17.3658779237268,-8.84333501959852,NA,8,3.53333333333333,3,1.45,0.2199,7,2.83333333333333,2,1.25,2
"SNAIL_miR200_2_0",0.0933847808636122,0.133333333333333,0.257142857142857,0.333333333333333,0.31,0.446428571428571,0.58,0.288872788051836,16.4545712589066,-8.38622075185688,-10.6254985542572,6,3.03333333333333,2,1.25,0.2704,5,2.06666666666667,3,1.5,2
"SNAIL_miR200_2_1",0.184864024798586,0.1875,0.265625,0.3125,0.3,0.4125,0.5,0.175918132553184,10.6480472419253,-5.45846490812558,NA,7,3.23333333333333,4,1.75,0.2735,3,1.66666666666667,6,2.41666666666667,3
"SNAIL_miR34_2_0",0.15555224465107,0.133333333333333,0.24,0.333333333333333,0.42,0.532,0.63,0.304321535035557,16.5589338370002,-8.35329450675056,-10.3982434591212,7,3.03333333333333,3,1.45,0,5,2.25,3,1.5,2
"SNAIL_miR34_2_1",0.2020979959889,0.1875,0.260416666666667,0.3125,0.38,0.476666666666667,0.63,0.23594110134166,13.1268842035884,-6.703715378353,NA,7,3.03333333333333,4,1.95,0.0786333333333333,5,2.25,4,1.83333333333333,2
"SNAIL_SNAIL_2_0",0.000310043808745525,0.0666666666666667,0.253333333333333,0.333333333333333,0.24,0.367,0.58,0.566209198370519,29.54255125021,-14.9382856581967,-10.6394634509397,8,3.53333333333333,2,0.45,0.265566666666667,6,2.58333333333333,2,0.5,1
"SNAIL_SNAIL_2_1",0.156022560753991,0.0625,0.270833333333333,0.375,0.17,0.306,0.58,0.359408315016863,29.8750014037473,-15.082382142977,NA,9,4.53333333333333,2,0.45,0.255133333333333,7,3.58333333333333,2,0.5,1
"SNAIL_ZEB_1_0",0.000858570171921268,0.133333333333333,0.273333333333333,0.333333333333333,0.27,0.381,0.58,0.27737890430804,15.0230109252802,-7.3883968850272,-10.6443756221988,6,3,2,1.2,0.289233333333333,2,1.25,9,2.6,2
"SNAIL_ZEB_1_2",0.00287170042464818,0.1875,0.275,0.3125,0.27,0.3855,0.51,0.0737863759804425,9.58429022510183,-4.73211695870769,NA,7,3.25,4,1.73333333333333,0.314433333333333,4,1.75,5,2.33333333333333,2
"wild",0,0.125,0.3,0.375,0.22,0.3635,0.58,0.281609964553777,15.3430207180727,-7.81004413072415,-10.6331834074922,8,3.53333333333333,3,1.45,0.269,6,2.58333333333333,3,1.5,2
"ZEB_Ecadherin_2_0",0.227575787463034,0.133333333333333,0.302564102564103,0.4,0.13,0.353846153846154,0.62,0.345227110141275,12.4281759650859,-6.33768104023833,-10.7327851843483,7,3.03333333333333,1,1,0.500766666666667,6,2.58333333333333,2,1.25,2
"ZEB_Ecadherin_2_1",1,0.125,0.229166666666667,0.375,0.42,0.706666666666667,0.88,0.166269697021591,11.3266037934733,-5.87522617138762,NA,9,3.48333333333333,2,1.5,0.8844,7,2.83333333333333,2,1.25,2
"ZEB_miR200_2_0",0.209546840355877,0.133333333333333,0.244444444444444,0.333333333333333,0.43,0.513333333333333,0.58,0.0458887387236072,10.790015668678,-5.57841943461473,-10.6892022854279,6,2.83333333333333,3,1.45,0.267066666666667,5,2.25,3,1.5,2
"ZEB_miR200_2_1",0.357648569544798,0.1875,0.258928571428571,0.3125,0.34,0.459285714285714,0.58,0.045509960370093,7.34573840732417,-3.87605778958869,NA,6,2.83333333333333,5,2.15,0.268933333333333,5,2.25,4,1.83333333333333,2
"ZEB_miR34_2_0",0.133544579793823,0.133333333333333,0.258333333333333,0.333333333333333,0.3,0.43125,0.57,0.209868437490064,12.8335017733675,-6.63276749620062,-11.0312740705421,6,2.95,3,1.45,0.511666666666667,4,1.91666666666667,3,1.5,2
"ZEB_miR34_2_1",0.230125882772119,0.1875,0.263888888888889,0.3125,0.36,0.415,0.52,0.10903007867719,10.9828121154256,-5.84256424360204,NA,6,2.95,5,2.03333333333333,0.707933333333333,4,1.91666666666667,5,2.16666666666667,2
"ZEB_ZEB_1_0",0.0886472158180184,0.133333333333333,0.295238095238095,0.4,0.22,0.407857142857143,0.63,0.17561633182485,9.16753796667434,-4.76472152251819,-10.7050794628564,7,2.53333333333333,3,1.45,0.172333333333333,5,1.58333333333333,3,1.5,2
"ZEB_ZEB_1_2",0.0889148997675761,0.1875,0.339285714285714,0.4375,0.24,0.415,0.64,0.0756913761029823,4.31795251020284,-2.37931231896579,NA,7,2.53333333333333,4,2.45,0.1732,5,1.58333333333333,4,2.5,3
