"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"Ecad-NRF2_2-0",0.15567328757175,0.153846153846154,0.269230769230769,0.384615384615385,"0.2925","0.569548611111111","0.749166666666667",0.309399436788991,40.5237971170071,-18.0314331435964,-14.2268615339804,12,5.53333333333333,6,2.89285714285714,0.610636666666667,6,2.58333333333333,14,5.33333333333333,5
"Ecad-NRF2_2-1",0.324041877404513,0.148148148148148,0.284722222222222,0.407407407407407,"0.225","0.499427083333333","0.756666666666667",0.324538603343423,42.7623720543244,-18.7493549611479,-13.4886812813698,14,5.98333333333333,6,2.89285714285714,0.673673333333333,8,3.08333333333333,14,5.33333333333333,5
"Ecad-ZEB_2-0",0.000319121279668353,0.192307692307692,0.296380090497738,0.384615384615385,"0.348333333333333","0.501421568627451","0.709166666666667",0.168977165978373,32.9867005904355,-16.0189214869865,-14.6793049835422,11,5.03333333333333,8,3.34285714285714,0.598913333333333,6,2.58333333333333,15,5.58333333333333,6
"Ecad-ZEB_2-1",0.0261017846182094,0.222222222222222,0.306878306878307,0.407407407407407,"0.275","0.496904761904762","0.625833333333333",0.134439001521228,26.0757437413042,-12.8923490212759,-14.7134675158445,11,5.03333333333333,9,3.84285714285714,0.53687,7,2.83333333333333,15,5.58333333333333,6
"GRHL2-ZEB_2-0",0.000432380327896878,0.192307692307692,0.296380090497738,0.384615384615385,"0.338333333333333","0.502990196078431","0.7125",0.14488430139044,29.3399887366259,-14.0007708058398,-14.695595543372,11,5.03333333333333,8,3.34285714285714,0.599806666666667,6,2.58333333333333,16,5.83333333333333,6
"GRHL2-ZEB_2-1",0.0231954463018991,0.222222222222222,0.306878306878307,0.407407407407407,"0.2825","0.50235119047619","0.625",0.126989806617441,25.3483701831785,-12.5948505661229,-14.7571687010182,11,5.03333333333333,9,3.84285714285714,0.53397,6,2.58333333333333,16,5.83333333333333,6
"Iext-SNAIL_1-2",0.498997127085583,0.185185185185185,0.285403050108932,0.37037037037037,"0.316666666666667","0.509607843137255","0.729166666666667",0.198308931671912,37.1338501404161,-17.2569040164461,-15.3110341715796,12,5.53333333333333,8,3.34285714285714,0.5892,6,2.58333333333333,16,5.83333333333333,6
"KEAP1-NRF2_2-0",0.172043951672946,0.192307692307692,0.294871794871795,0.384615384615385,"0.3075","0.5440625","0.725",0.218521661882372,36.4855650327792,-17.1554724114324,-15.130445087264,10,5.08333333333333,6,3.03333333333333,0.604206666666667,5,2.33333333333333,16,5.83333333333333,6
"KEAP1-NRF2_2-1",0.25327867962382,0.185185185185185,0.303240740740741,0.407407407407407,"0.221666666666667","0.476614583333333","0.711666666666667",0.235386986285116,37.8808519587647,-17.4480213082246,-14.7557605522486,12,5.39285714285714,8,3.48333333333333,0.65214,5,2.33333333333333,17,6.08333333333333,6
"miR145-OCT4_2-0",0.157776788574852,0.192307692307692,0.297720797720798,0.384615384615385,"0.27","0.452777777777778","0.684166666666667",0.293519475268635,33.7048941650163,-14.5003523856621,-12.8673346173492,11,5.03333333333333,6,2.95,0.513546666666667,6,2.58333333333333,12,4.83333333333333,6
