"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"GRHL2-ZEB_2-0",0.031566356880324,0.2,0.28,0.4,"0.242857142857143","0.481428571428571","0.605714285714286",0.0332023175971282,8.50526744990843,-4.15024022366082,-9.71825876208143,5,3,3,1.58333333333333,0.269343333333333,3,1.66666666666667,13,4.33333333333333,4
"GRHL2-ZEB_2-1",0.0304119406475769,0.25,0.325,0.4375,"0.267142857142857","0.470571428571429","0.604285714285714",0.0317359958549255,7.42306854769955,-3.83861376418619,-9.69384844965535,5,3,4,2.08333333333333,0.273036666666667,3,1.66666666666667,13,4.33333333333333,4
"miR145-OCT4_2-0",0.153427362576897,0.2,0.311111111111111,0.466666666666667,"0.11","0.376031746031746","0.571428571428571",0.491366788765907,10.5831416373971,-4.06360880260314,-8.01441240531542,5,3,2,1.33333333333333,0.272146666666667,3,1.66666666666667,9,3.33333333333333,4
"miR145-OCT4_2-1",1,0.1875,0.291666666666667,0.375,"0.418571428571429","0.572142857142857","0.788571428571429",0.415616677661558,11.6311429417061,-4.38411123808386,-4.63730470757076,6,3.25,3,1.83333333333333,0.27652,7,2.66666666666667,9,3.33333333333333,4
"miR145-ZEB_2-0",0.00564107975857927,0.2,0.277777777777778,0.4,"0.181428571428571","0.434880952380952","0.6",0.081042364453217,12.5173987770758,-6.15356587428525,-9.61104265132232,5,3,3,1.58333333333333,0.401363333333333,3,1.66666666666667,9,3.33333333333333,4
"miR145-ZEB_2-1",0.00971328115797977,0.1875,0.291666666666667,0.375,"0.28","0.431547619047619","0.588571428571429",0.0445547125565144,8.07563338651633,-3.99569040256591,-9.55804488516725,5,3,4,2.08333333333333,0.445606666666667,7,2.66666666666667,9,3.33333333333333,4
"miR200-ZEB_2-0",0.00459986015804366,0.2,0.277777777777778,0.4,"0.184285714285714","0.433690476190476","0.697142857142857",0.477226152862296,14.7600736274327,-7.36466080513501,-9.77949452483008,5,3,1,1,0.300246666666667,2,1.33333333333333,7,2.66666666666667,2
"miR200-ZEB_2-1",0.00582209219703049,0.1875,0.291666666666667,0.4375,"0.178571428571429","0.439880952380952","0.672857142857143",0.290112232765406,11.5620491646025,-5.9956527688084,-9.77021565532427,7,3.58333333333333,2,1.5,0.320943333333333,8,3,8,3,3
"OCT4-miR145_2-0",0.194376782447219,0.2,0.244444444444444,0.266666666666667,"0.412857142857143","0.586666666666667","0.714285714285714",0.114567317468112,14.6404203205526,-6.67876179524812,-9.9999998222884,5,3,3,1.58333333333333,0,3,1.66666666666667,9,3.33333333333333,4
"OCT4-miR145_2-1",0.196832878980871,0.25,0.291666666666667,0.3125,"0.337142857142857","0.56452380952381","0.714285714285714",0.101017273054641,12.2496142251879,-5.6170924323092,-9.99999923198446,5,3,4,2.08333333333333,0,7,2.66666666666667,9,3.33333333333333,4
"OCT4-miR200_1-0",0.118359623631005,0.133333333333333,0.266666666666667,0.4,"0.385714285714286","0.570535714285714","0.727142857142857",0.50979438154153,16.8290336717065,-8.15092281091406,-10,6,3.5,2,1.33333333333333,0.328633333333333,3,1.66666666666667,5,2.33333333333333,2
"OCT4-miR200_2-1",0.256034440790977,0.125,0.291666666666667,0.375,"0.257142857142857","0.441309523809524","0.748571428571429",0.522801980914005,17.3206432452603,-8.41282665117814,-9.34800501535222,7,3.75,2,1.33333333333333,0.323173333333333,11,3.66666666666667,5,2.33333333333333,2
"OVOL2-miR200_2-0",0.0911071854595938,0.133333333333333,0.233333333333333,0.333333333333333,"0.491428571428571","0.603214285714286","0.724285714285714",0.440516428814292,16.5888691375751,-7.38599903764566,-9.40656303786548,6,3.5,2,1.25,0.34293,3,1.66666666666667,9,3,2
"OVOL2-miR200_2-1",0.188657281533161,0.125,0.2375,0.3125,"0.415714285714286","0.529285714285714","0.724285714285714",0.4376987370767,16.5186742229738,-7.35149684513685,-8.80940429391437,7,3.83333333333333,2,1.25,0.336323333333333,7,3,9,3,2
"OVOL2-OVOL2_2-0",1.0119317526242e-05,0.133333333333333,0.244444444444444,0.4,"0.18","0.449285714285714","0.645714285714286",0.444775182897745,16.7862252137695,-7.44105819938777,-9.6390546572177,6,3.5,2,0.583333333333333,0.336136666666667,3,1.66666666666667,12,3.33333333333333,3
"OVOL2-OVOL2_2-1",0.269586078653133,0.125,0.261363636363636,0.375,"0.148571428571429","0.338896103896104","0.568571428571429",0.439604877277664,16.8105512369128,-7.47288973919893,-9.83424292496704,7,4.5,2,0.583333333333333,0.326526666666667,4,2.66666666666667,12,3.33333333333333,3
"OVOL2-ZEB_2-0",0.0320497824062467,0.2,0.28,0.4,"0.264285714285714","0.483857142857143","0.597142857142857",0.142442993922363,13.873090585296,-6.66674697557058,-9.69739319683943,5,3,3,1.58333333333333,0.286473333333333,3,1.66666666666667,11,3.66666666666667,4
"OVOL2-ZEB_2-1",0.0306474768423502,0.25,0.325,0.4375,"0.247142857142857","0.456857142857143","0.594285714285714",0.0813552090720046,9.1612413024842,-4.48952521436113,-9.65261857741551,5,3,4,2.08333333333333,0.296643333333333,5,2.33333333333333,11,3.66666666666667,4
"SNAIL-miR200_2-0",0.214750390890859,0.2,0.266666666666667,0.333333333333333,"0.494285714285714","0.591785714285714","0.688571428571429",0.342749387349788,12.5775935496348,-5.86669010401166,-9.40176029100196,6,3.5,3,1.58333333333333,0.337736666666667,1,1,13,4.33333333333333,4
"SNAIL-miR200_2-1",0.412766287233084,0.1875,0.291666666666667,0.375,"0.262857142857143","0.452619047619048","0.688571428571429",0.342749387349788,12.5775935496348,-5.86669010401166,-8.53271444168068,6,3.5,3,1.58333333333333,0.33976,1,1,15,5,4
"SNAIL-ZEB_1-0",0.00202323081091468,0.2,0.277777777777778,0.4,"0.19","0.466190476190476","0.7",0.342749387349788,12.5775935496348,-5.86669010401166,-9.60856737843757,6,3.5,3,1.58333333333333,0.31216,1,1,13,4.33333333333333,4
"SNAIL-ZEB_1-2",0.00758207219573577,0.1875,0.291666666666667,0.375,"0.285714285714286","0.456428571428571","0.702857142857143",0.342749387349788,12.5775935496348,-5.86669010401166,-9.55288670727633,6,3.5,3,1.58333333333333,0.339713333333333,1,1,15,5,4
"wild",0,0.1875,0.291666666666667,0.4375,"0.177142857142857","0.448452380952381","0.635714285714286",0.342749387349788,12.5775935496348,-5.86669010401166,-9.63982225982782,6,3.5,3,1.58333333333333,0.335853333333333,3,1.66666666666667,13,4.33333333333333,4
"ZEB-GRHL2_2-0",0.250087497722533,0.2,0.327272727272727,0.466666666666667,"0.09","0.314675324675325","0.505714285714286",0.268296807812137,6.82097213030452,-3.59701294880149,-9.61124858697384,5,3,3,1.58333333333333,0.315283333333333,3,1.66666666666667,13,4.33333333333333,4
"ZEB-GRHL2_2-1",1,0.25,0.325,0.4375,"0.258571428571429","0.464142857142857","0.597142857142857",0.0699368806407804,7.42306854769955,-4.27971149728466,-9.53257030329108,5,3,4,2.08333333333333,0.275823333333333,3,1.66666666666667,13,4.33333333333333,4
"ZEB-miR145_2-0",0.0119997923111098,0.2,0.277777777777778,0.4,"0.252857142857143","0.456904761904762","0.638571428571429",0.158663451504348,8.64357528703211,-3.89695781838659,-9.49014438014121,5,3,2,1.33333333333333,0.459653333333333,3,1.66666666666667,9,3.33333333333333,4
"ZEB-miR145_2-1",0.0404440017199054,0.1875,0.291666666666667,0.375,"0.297142857142857","0.443928571428571","0.702857142857143",0.0306212522027708,7.19221167938165,-3.37419556657491,-9.43640460653985,6,3.25,3,1.83333333333333,0.568956666666667,7,2.66666666666667,9,3.33333333333333,4
"ZEB-miR200_2-0",0.24466544764107,0.2,0.266666666666667,0.4,"0.39","0.572142857142857","0.707142857142857",0.156542072102633,12.1225362281735,-6.2233679253652,-9.99999670304742,5,3,3,1.58333333333333,0.328246666666667,2,1.33333333333333,7,2.66666666666667,2
"ZEB-miR200_2-1",0.29043671133798,0.1875,0.2875,0.375,"0.288571428571429","0.478142857142857","0.724285714285714",0.160672977429841,8.46068772445093,-4.50431944468464,-9.99999978638357,5,3,4,2.08333333333333,0.325416666666667,8,3,8,3,3
"ZEB-OVOL2_2-0",0.5,Inf,NA,-Inf,NA,NA,NA,0.453429492254497,16.2569193276284,-7.67415916695919,-9.77339546551963,5,3,2,1.25,0.31145,3,1.66666666666667,11,3.66666666666667,4
"ZEB-OVOL2_2-1",1,0.1875,0.3,0.375,"0.33","0.484142857142857","0.738571428571429",0.244461653724731,10.3788244042144,-5.19739451747092,-9.99999701333967,6,3.33333333333333,3,1.75,0.310396666666667,5,2.33333333333333,11,3.66666666666667,4
"ZEB-ZEB_1-0",0.0351266904910668,0.2,0.28,0.4,"0.222857142857143","0.477857142857143","0.604285714285714",0.0366669980194668,2.71078419843371,-0.964495291647737,-9.75425427832797,5,2.5,3,1.58333333333333,0.283286666666667,2,0.666666666666667,13,4.33333333333333,4
"ZEB-ZEB_1-2",0.0350435956651341,0.25,0.325,0.4375,"0.205714285714286","0.467","0.601428571428571",0.0341766180130629,1.76597359995017,-0.354820579738085,-9.75350112519767,5,2.5,4,2.58333333333333,0.28381,2,0.666666666666667,14,5.33333333333333,5
