"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
5,2.16666666666667,4,1.91666666666667,2,"nrf_1"
1,0.25,8,3.83333333333333,4,"nrf_10"
2,0.5,7,3.58333333333333,3,"nrf_100"
3,1.58333333333333,6,2.5,2,"nrf_101"
6,2.5,3,1.58333333333333,3,"nrf_102"
4,1.16666666666667,5,2.91666666666667,4,"nrf_103"
6,1.83333333333333,3,2.25,3,"nrf_104"
1,0.25,8,3.83333333333333,3,"nrf_105"
1,0.25,8,3.83333333333333,4,"nrf_106"
1,0.333333333333333,8,3.75,4,"nrf_107"
3,0.833333333333333,6,3.25,3,"nrf_108"
4,1.83333333333333,5,2.25,2,"nrf_109"
4,1.16666666666667,5,2.91666666666667,3,"nrf_11"
4,1.83333333333333,5,2.25,3,"nrf_110"
7,2.83333333333333,2,1.25,2,"nrf_111"
5,1.5,4,2.58333333333333,3,"nrf_112"
3,0.75,6,3.33333333333333,3,"nrf_113"
3,1.5,6,2.58333333333333,2,"nrf_114"
5,2.33333333333333,4,1.75,2,"nrf_115"
4,1.83333333333333,5,2.25,3,"nrf_116"
3,0.833333333333333,6,3.25,4,"nrf_117"
5,2.25,4,1.83333333333333,2,"nrf_118"
7,2.83333333333333,2,1.25,2,"nrf_119"
6,1.75,3,2.33333333333333,3,"nrf_12"
3,1,6,3.08333333333333,4,"nrf_120"
2,1.25,7,2.83333333333333,3,"nrf_121"
7,2.83333333333333,2,1.25,2,"nrf_122"
3,0.916666666666667,6,3.16666666666667,3,"nrf_123"
4,1.91666666666667,5,2.16666666666667,3,"nrf_124"
3,0.833333333333333,6,3.25,3,"nrf_125"
4,1.83333333333333,5,2.25,2,"nrf_126"
4,1.83333333333333,5,2.25,2,"nrf_127"
5,1.58333333333333,4,2.5,3,"nrf_128"
4,1.83333333333333,5,2.25,3,"nrf_129"
2,0.583333333333333,7,3.5,4,"nrf_13"
1,0.25,8,3.83333333333333,4,"nrf_130"
3,1,6,3.08333333333333,4,"nrf_131"
3,1,6,3.08333333333333,4,"nrf_132"
5,2.08333333333333,4,2,2,"nrf_133"
4,1.16666666666667,5,2.91666666666667,3,"nrf_134"
3,0.916666666666667,6,3.16666666666667,4,"nrf_135"
3,1.66666666666667,6,2.41666666666667,3,"nrf_136"
7,2.83333333333333,2,1.25,2,"nrf_137"
5,2.08333333333333,4,2,2,"nrf_138"
2,1.25,7,2.83333333333333,2,"nrf_139"
3,1,6,3.08333333333333,4,"nrf_14"
4,1.16666666666667,5,2.91666666666667,4,"nrf_140"
5,1.5,4,2.58333333333333,3,"nrf_141"
2,0.583333333333333,7,3.5,4,"nrf_142"
2,0.5,7,3.58333333333333,4,"nrf_143"
3,0.916666666666667,6,3.16666666666667,3,"nrf_144"
3,0.833333333333333,6,3.25,4,"nrf_145"
2,0.583333333333333,7,3.5,4,"nrf_146"
2,2,7,2.08333333333333,2,"nrf_147"
3,0.916666666666667,6,3.16666666666667,4,"nrf_148"
3,0.916666666666667,6,3.16666666666667,3,"nrf_149"
2,0.666666666666667,7,3.41666666666667,4,"nrf_15"
6,1.75,3,2.33333333333333,3,"nrf_150"
2,0.583333333333333,7,3.5,4,"nrf_151"
4,1.16666666666667,5,2.91666666666667,3,"nrf_152"
2,0.666666666666667,7,3.41666666666667,4,"nrf_153"
4,1.25,5,2.83333333333333,3,"nrf_154"
4,1.25,5,2.83333333333333,3,"nrf_155"
4,1.83333333333333,5,2.25,3,"nrf_156"
3,2.25,6,1.83333333333333,1,"nrf_157"
5,1.5,4,2.58333333333333,4,"nrf_158"
5,2.25,4,1.83333333333333,2,"nrf_159"
1,0.25,8,3.83333333333333,4,"nrf_16"
2,0.583333333333333,7,3.5,4,"nrf_160"
2,1.25,7,2.83333333333333,3,"nrf_161"
5,1.58333333333333,4,2.5,3,"nrf_162"
4,1.83333333333333,5,2.25,3,"nrf_163"
2,0.583333333333333,7,3.5,4,"nrf_164"
4,1.83333333333333,5,2.25,2,"nrf_165"
5,1.5,4,2.58333333333333,3,"nrf_166"
5,2.33333333333333,4,1.75,2,"nrf_167"
3,1.58333333333333,6,2.5,2,"nrf_168"
3,0.833333333333333,6,3.25,4,"nrf_169"
4,1.08333333333333,5,3,3,"nrf_17"
3,0.916666666666667,6,3.16666666666667,3,"nrf_170"
5,2.08333333333333,4,2,2,"nrf_171"
4,1.16666666666667,5,2.91666666666667,3,"nrf_172"
4,1.16666666666667,5,2.91666666666667,3,"nrf_173"
5,1.41666666666667,4,2.66666666666667,3,"nrf_174"
2,0.583333333333333,7,3.5,3,"nrf_175"
2,0.5,7,3.58333333333333,3,"nrf_176"
2,1.25,7,2.83333333333333,2,"nrf_177"
2,1.25,7,2.83333333333333,3,"nrf_178"
3,1.58333333333333,6,2.5,2,"nrf_179"
3,0.916666666666667,6,3.16666666666667,3,"nrf_18"
4,1.83333333333333,5,2.25,3,"nrf_180"
3,1,6,3.08333333333333,4,"nrf_181"
8,3.08333333333333,1,1,1,"nrf_182"
4,1.16666666666667,5,2.91666666666667,4,"nrf_183"
0,0,9,4.08333333333333,4,"nrf_184"
7,2.08333333333333,2,2,2,"nrf_185"
2,0.583333333333333,7,3.5,4,"nrf_186"
4,1.91666666666667,5,2.16666666666667,2,"nrf_187"
1,0.333333333333333,8,3.75,4,"nrf_188"
3,0.916666666666667,6,3.16666666666667,3,"nrf_189"
4,1.16666666666667,5,2.91666666666667,4,"nrf_19"
7,3.41666666666667,2,0.666666666666667,1,"nrf_190"
2,1.25,7,2.83333333333333,2,"nrf_191"
4,1.16666666666667,5,2.91666666666667,3,"nrf_192"
5,1.5,4,2.58333333333333,4,"nrf_193"
1,1,8,3.08333333333333,3,"nrf_194"
5,1.5,4,2.58333333333333,3,"nrf_195"
5,1.5,4,2.58333333333333,3,"nrf_196"
7,2.83333333333333,2,1.25,2,"nrf_197"
4,1.16666666666667,5,2.91666666666667,3,"nrf_198"
3,0.833333333333333,6,3.25,4,"nrf_199"
0,0,9,4.08333333333333,4,"nrf_2"
5,1.41666666666667,4,2.66666666666667,3,"nrf_20"
3,0.833333333333333,6,3.25,3,"nrf_200"
5,1.41666666666667,4,2.66666666666667,3,"nrf_201"
2,1.33333333333333,7,2.75,3,"nrf_202"
4,2.5,5,1.58333333333333,2,"nrf_203"
2,0.583333333333333,7,3.5,4,"nrf_204"
4,1.83333333333333,5,2.25,2,"nrf_205"
4,1.83333333333333,5,2.25,2,"nrf_206"
3,1,6,3.08333333333333,4,"nrf_207"
6,1.83333333333333,3,2.25,3,"nrf_208"
4,1.16666666666667,5,2.91666666666667,4,"nrf_209"
6,2.41666666666667,3,1.66666666666667,2,"nrf_21"
1,0.25,8,3.83333333333333,4,"nrf_210"
5,1.5,4,2.58333333333333,3,"nrf_211"
4,1.91666666666667,5,2.16666666666667,3,"nrf_212"
6,1.83333333333333,3,2.25,3,"nrf_213"
2,0.583333333333333,7,3.5,3,"nrf_214"
3,1,6,3.08333333333333,4,"nrf_215"
2,0.666666666666667,7,3.41666666666667,4,"nrf_216"
5,2.08333333333333,4,2,2,"nrf_217"
3,0.916666666666667,6,3.16666666666667,3,"nrf_218"
4,1.25,5,2.83333333333333,3,"nrf_219"
5,1.5,4,2.58333333333333,4,"nrf_22"
2,0.5,7,3.58333333333333,3,"nrf_220"
3,0.916666666666667,6,3.16666666666667,4,"nrf_221"
3,1,6,3.08333333333333,4,"nrf_222"
3,0.916666666666667,6,3.16666666666667,3,"nrf_223"
