states,Avg0,SD0,frust0
'0110',0.12236666666666667,0.0015965240019770715,0.2222222222222222
'1001',0.12523333333333334,0.003324989557209997,0.2222222222222222
'1010',0.07133333333333333,0.002117125934426723,0.5555555555555556
'1100',0.041666666666666664,0.000464279609239469,0.4444444444444444
'1101',0.12400000000000001,0.005359726361174298,0.4444444444444444
'0010',0.12486666666666667,0.0007318166133366796,0.4444444444444444
'0101',0.07033333333333333,0.0020336065390226215,0.5555555555555556
'0001',0.07253333333333332,0.002530261295246443,0.3333333333333333
'1110',0.06753333333333333,0.002334285520001549,0.3333333333333333
'0111',0.03953333333333333,0.0026029897340472848,0.4444444444444444
'0100',0.013633333333333332,0.0005792715732327589,0.7777777777777778
'1011',0.014600000000000002,0.00043204937989385715,0.7777777777777778
'0000',0.0133,0.0006976149845485452,0.7777777777777778
'1000',0.04143333333333333,0.002771682200798322,0.4444444444444444
'0011',0.0446,0.001687206764645835,0.4444444444444444
'1111',0.013033333333333334,0.00016996731711975928,0.7777777777777778
