"Network","JSD"
"rand_1",0.5
"rand_10",0.00190350185234108
"rand_100",0.5
"rand_11",0.5
"rand_12",1.88455465440324e-05
"rand_13",0.5
"rand_14",0.5
"rand_15",0.5
"rand_16",0.5
"rand_17",0.00117493564504749
"rand_18",0.282327055516153
"rand_19",0.282337943214363
"rand_2",0.5
"rand_20",0.5
"rand_21",0.5
"rand_22",0.5
"rand_23",0.5
"rand_24",0.520818193473969
"rand_25",0.58708617961975
"rand_26",0.00547633744203727
"rand_27",0.5
"rand_28",0.5
"rand_29",0.5
"rand_3",0.282319083160988
"rand_30",0.282316302106026
"rand_31",0.00147529939259369
"rand_32",0.5
"rand_33",7.1466684612582e-05
"rand_34",5.1055120839351e-05
"rand_35",0.5
"rand_36",0.5
"rand_37",0.5
"rand_38",0.369580382327494
"rand_39",0.282328030121977
"rand_4",0.5
"rand_40",0.5
"rand_41",0.5
"rand_42",0.5
"rand_43",0.5
"rand_44",3.71316592586009e-05
"rand_45",0.5
"rand_46",0.403574212484904
"rand_47",0.5
"rand_48",0.00242814208015111
"rand_49",0.5
"rand_5",0.5
"rand_50",0.404079402754782
"rand_51",0.5
"rand_52",0.5
"rand_53",0.282323707266126
"rand_54",0.000170232823093798
"rand_55",0.5
"rand_56",0.00546982541568071
"rand_57",0.382936021723754
"rand_58",2.09467274364131e-05
"rand_59",0.5
"rand_6",0.5
"rand_60",0.5
"rand_61",0.00158892735549187
"rand_62",1
"rand_63",0.438716696074388
"rand_64",8.7413159389853e-06
"rand_65",0.5
"rand_66",0.00574409711771898
"rand_67",0.5
"rand_68",0.5
"rand_69",0.00494573398817205
"rand_7",0.00201728243507828
"rand_70",0.00566367989630652
"rand_71",0.5
"rand_72",0.282317457251824
"rand_73",0.000198769894656659
"rand_74",0.5
"rand_75",0.28234165393138
"rand_76",0.282316449806001
"rand_77",0.282317107952651
"rand_78",0.282330280171673
"rand_79",0.000821143990314747
"rand_8",0.480610881236557
"rand_80",0.5
"rand_81",0.517866271779269
"rand_82",0.402897812296729
"rand_83",0.541118202011362
"rand_84",0.5
"rand_85",0.28231587441123
"rand_86",0.00100610333475386
"rand_87",0.559042201008469
"rand_88",0.5
"rand_89",0.5
"rand_9",1
"rand_90",0.5
"rand_91",0.5
"rand_92",0.5
"rand_93",0.00102725304653461
"rand_94",0.00128667205457426
"rand_95",0.282325227335878
"rand_96",0.00122400323724388
"rand_97",0.5
"rand_98",0.282319620721389
"rand_99",1.40873817440195e-05
